simplified,traditional,pinyin_1,pinyin_2,english,hsk_level
吹捧,吹捧,chui1peng3,chuīpěng,flatter sb.; extol sb.'s accomplishments,6
名次,名次,ming2ci4,míngcì,position in a ranking of names,6
倡导,倡導,chang4dao3,chàngdǎo,to advocate; propose; initiate,6
不言而喻,不言而喻,bu4yan2'er2yu4,bùyán'éryù,it goes without saying; it is self-evident,6
诧异,詫異,cha4yi4,chàyì,flabbergasted; astonished,6
渔民,漁民,yu2min2,yúmín,fisherman; fisher folk,6
托运,托運,tuo1yun4,tuōyùn,check in (baggage); consign for shipment,6
成心,成心,cheng2xin1,chéngxīn,intentional; deliberate; with prior intent,6
忌讳,忌諱,ji4hui4,jìhuì,avoid as a taboo; abstain from; taboo,6
导向,導向,dao3xiang4,dǎoxiàng,guidance; lead to; direct something towards,6
啰唆,啰唆,luo1suo5,luōsuo,long-winded; wordy; troublesome; pesky,6
变迁,變遷,bian4qian1,biànqiān,changes; vicissitude,6
制约,制約,zhi4yue1,zhìyuē,restrict; condition,6
列举,列舉,lie4ju3,lièjǔ,make a list; enumerate,6
公证,公証,gong1zheng4,gōngzhèng,notarization,6
佳肴,佳肴,jia1yao2,jiāyáo,delicacy; good food,6
亏待,虧待,kui1dai4,kuīdài,treat sb. unfairly,6
魄力,魄力,po4li4,pòlì,daring； resolution; boldness; courage,6
顿时,頓時,dun4shi2,dùnshí,immediately; suddenly,6
鞭策,鞭策,bian1ce4,biāncè,spur on; urge on,6
索性,索性,suo3xing4,suǒxìng,you might as well (do it); simply; just; frankly; bluntly; directly,6
相声,相聲,xiang4sheng5,xiàngsheng,comic dialogue; crosstalk,6
涌现,涌現,yong3xian4,yǒngxiàn,spring up; emerge prominently,6
朴实,朴實,pu3shi2,pǔshí,plain; sober; down-to-earth,6
固然,固然,gu4ran2,gùrán,admittedly; it is true that; indeed,6
呼啸,呼嘯,hu1xiao4,hūxiào,whistle; scream; howl,6
吉祥,吉祥,ji2xiang2,jíxiáng,lucky,6
讥笑,譏笑,ji1xiao4,jīxiào,sneer at; deride,6
蔚蓝,蔚藍,wei4lan2,wèilán,azure; sky blue,6
茎,莖,jing1,jīng,stalk; stem,6
答辩,答辯,da2bian4,dábiàn,reply (to an accusation),6
慈祥,慈祥,ci2xiang2,cíxiáng,a kindly person; benevolent (often of older people),6
家常,家常,jia1chang2,jiācháng,the daily life of a family; home-style (food),6
学说,學說,xue2shuo1,xuéshuō,theory; doctrine,6
壮丽,壯麗,zhuang4li4,zhuànglì,magnificence; splendid; majestic,6
周转,周轉,zhou1zhuan3,zhōuzhuǎn,turnover (in cash or personnel); have enough resources to cover a need,6
兴旺,興旺,xing1wang4,xīngwàng,prosperous; thriving; to prosper,6
借鉴,借鑒,jie4jian4,jièjiàn,take example by; use other people's experience,6
飘扬,飄揚,piao1yang2,piāoyáng,wave in the wind; flutter; fly,6
纺织,紡織,fang3zhi1,fǎngzhī,spinning and weaving; textile,6
纵横,縱橫,zong4heng2,zònghéng,able to move unhindered; length and breadth,6
旷课,曠課,kuang4 ke4,kuàng kè,cut school; be truant from school,6
文艺,文藝,wen2yi4,wényì,literature and art,6
截至,截至,jie2zhi4,jiézhì,up until; by (a specified time,6
威望,威望,wei1wang4,wēiwàng,prestige,6
夹杂,夾雜,jia1za2,jiāzá,mix together; have two dissimilar substances mixed together,6
壮烈,壯烈,zhuang4lie4,zhuàngliè,brave and honorable,6
反之,反之,fan3zhi1,fǎnzhī,whereas...; on the other hand ...; conversely ...,6
历来,歷來,li4lai2,lìlái,always; throughout (a period of time),6
分寸,分寸,fen1cun5,fēncun,propriety; the limits of proper speech or action,6
起哄,起哄,qi3 hong4,qǐ hòng,gather together; cause a commotion,6
贯彻,貫徹,guan4che4,guànchè,to implement; put into practice; carry out,6
蕴藏,蘊藏,yun4cang2,yùncáng,hold in store; contain untapped quantities,6
相等,相等,xiang1deng3,xiāngděng,be equal to; equally; equivalent,6
畔,畔,pan4,pàn,riverbank; side; boundary,6
沿海,沿海,yan2hai3,yánhǎi,coastal,6
污蔑,污蔑,wu1mie4,wūmiè,to slander,6
棍棒,棍棒,gun4bang4,gùnbàng,club,6
梢,梢,shao1,shāo,tip of a branch,6
操练,操練,cao1lian4,cāoliàn,to drill; to practice,6
搀,攙,chan1,chān,assist by the arm; mix; support; sustain,6
拟定,擬定,ni3ding4,nǐdìng,make an initial draft; draw up,6
悬殊,懸殊,xuan2shu1,xuánshū,a wide gap; big contrast; large disparity; a mismatch,6
恭敬,恭敬,gong1jing4,gōngjìng,dutiful; deferential,6
归根到底,歸根到底,gui1 gen1 dao4 di3,guī gēn dào dǐ,(saying) to sum it up ...,6
寓言,寓言,yu4yan2,yùyán,fable,6
多元化,多元化,duo1yuan2hua4,duōyuánhuà,diversify; diversification,6
喧哗,喧嘩,xuan1hua2,xuānhuá,cause a scene,6
哺乳,哺乳,bu3ru3,bǔrǔ,breast-feeding; to suckle,6
启蒙,啟蒙,qi3meng2,qǐméng,enlighten; enlightenment； instruct the young; to initiate,6
俗话,俗話,su2hua4,súhuà,common saying; proverb,6
逆行,逆行,ni4xing2,nìxíng,go/drive against the traffic; go in the wrong direction; regress; retrograde,6
贬义,貶義,bian3yi4,biǎnyì,negative connotation; derogatory sense,6
落成,落成,luo4cheng2,luòchéng,complete a construction project,6
留念,留念,liu2nian4,liúniàn,to keep as a souvenir,6
斟酌,斟酌,zhen1zhuo2,zhēnzhuó,Consider; deliberate,6
挑拨,挑撥,tiao3bo1,tiǎobō,incite disharmony; provoke; stir up tension in others,6
承包,承包,cheng2bao1,chéngbāo,to contract (to undertake a job),6
批发,批發,pi1fa1,pīfā,wholesale,6
扎实,扎實,zha1shi5,zhāshi,strong; sturdy; practical,6
固有,固有,gu4you3,gùyǒu,intrinsic/inherent to something; native,6
亏损,虧損,kui1sun3,kuīsǔn,deficit; (financial) loss,6
严寒,嚴寒,yan2han2,yánhán,bitter cold; severe winter,6
饱和,飽和,bao3he2,bǎohé,saturation,6
陡峭,陡峭,dou3qiao4,dǒuqiào,steep; precipitous,6
谢绝,謝絕,xie4jue2,xièjué,politely refuse,6
自满,自滿,zi4man3,zìmǎn,complacent; self-satisfied,6
涂抹,涂抹,tu2mo3,túmǒ,scribble; smear; doodle,6
法人,法人,fa3ren2,fǎrén,"legal entity (i.e., a corporation)",6
次品,次品,ci4pin3,cìpǐn,defective or substandard products,6
地势,地勢,di4shi4,dìshì,terrain; topography of a place,6
合算,合算,he2suan4,hésuàn,worthwhile; reckon up,6
力争,力爭,li4zheng1,lìzhēng,work hard; do all one can to; strive for/argue strongly,6
书记,書記,shu1ji5,shūji,secretary; clerk,6
遮挡,遮擋,zhe1dang3,zhēdǎng,shelter from; keep out,6
衣裳,衣裳,yi1shang5,yīshang,clothes,6
荤,葷,hun1,hūn,meat or fish dish; pungent vegetables forbidden to Buddhist vegetarians,6
花蕾,花蕾,hua1lei3,huālěi,(flower) bud,6
舰艇,艦艇,jian4ting3,jiàntǐng,warship; naval vessel,6
职能,職能,zhi2neng2,zhínéng,function; role,6
浓厚,濃厚,nong2hou4,nónghòu,"dense; thick (fog, clouds, etc.)",6
洽谈,洽談,qia4tan2,qiàtán,discuss; talk over,6
格局,格局,ge2ju2,géjú,structure; pattern,6
根深蒂固,根深蒂固,gen1 shen1 di4 gu4,gēn shēn dì gù,"deep-rooted; ingrained; inveterate (problem, etc.)",6
哆嗦,哆嗦,duo1suo5,duōsuo,tremble; to shiver; to quiver,6
及早,及早,ji2zao3,jízǎo,as soon as possible; at the earliest possible time,6
剪彩,剪彩,jian3 cai3,jiǎn cǎi,cut the ribbon at an opening ceremony,6
辽阔,遼闊,liao2kuo4,liáokuò,vast; extensive,6
茂盛,茂盛,mao4sheng4,màoshèng,exuberance; luxuriant,6
肥沃,肥沃,fei2wo4,féiwò,fertile,6
空前绝后,空前絕后,kong1qian2jue2hou4,kōngqiánjuéhòu,unprecedented and unrepeatable; never to be reduplicated; the first and the last; unmatched; unique,6
检讨,檢討,jian3tao3,jiǎntǎo,self-criticism; analyze,6
无微不至,無微不至,wu2 wei1 bu2 zhi4,wú wēi bú zhì,in every possible way; meticulously,6
挎,挎,kua4,kuà,carry over one's shoulder or slung on one's side,6
并列,並列,bing4lie4,bìngliè,stand side by side; be juxtaposed,6
实惠,實惠,shi2hui4,shíhuì,substantial material benefit; advantageous (deal),6
势必,勢必,shi4bi4,shìbì,is bound to (happen),6
再接再厉,再接再厲,zai4jie1zai4li4,zàijiēzàilì,continue the struggle; persist; unremitting efforts,6
兴隆,興隆,xing1long2,xīnglóng,prosperous; flourishing,6
风气,風氣,feng1qi4,fēngqì,general mood; atmosphere; common practice,6
零星,零星,ling2xing1,língxīng,partial; scattered; fragmentary,6
雄厚,雄厚,xiong2hou4,xiónghòu,abundant; strong and solid; rich,6
衔接,銜接,xian2jie1,xiánjiē,to join together; to link (especially transport),6
耐用,耐用,nai4yong4,nàiyòng,durable,6
美观,美觀,mei3guan1,měiguān,pleasing to the eye; beautiful; artistic,6
爱不释手,愛不釋手,ai4bu2shi4shou3,àibúshìshǒu,love something too much to part with it,6
热泪盈眶,熱淚盈眶,re4 lei4 ying2 kuang4,rè lèi yíng kuàng,(saying) eyes brimming with tears; extremely moved,6
怠慢,怠慢,dai4man4,dàimàn,to slight; give somebody a cold shoulder; treat somebody in a cold manner,6
志气,志氣,zhi4qi4,zhìqì,ambition; resolve; backbone; drive; spirit,6
弊端,弊端,bi4duan1,bìduān,malpractice; abuse; corrupt practice,6
吞吞吐吐,吞吞吐吐,tun1tun1tu3tu3,tūntūntǔtǔ,"hum and haw (idiom); mumble as if hiding something; speak and break off, then start again; to hold something back",6
兢兢业业,兢兢業業,jing1jing1 ye4ye4,jīngjīng yèyè,cautious and conscientious,6
与日俱增,與日俱增,yu3ri4ju4zeng1,yǔrìjùzēng,grow with each passing day,6
附和,附和,fu4he4,fùhè,repeat an agreement; copy sb.'s action or words,6
调剂,調劑,tiao2ji4,tiáojì,make an adjustment,6
见义勇为,見義勇為,jian4yi4yong3wei2,jiànyìyǒngwéi,"to see what is right and act courageously (idiom, from Analects); to stand up bravely for the truth; acting heroically in a just cause",6
称心如意,稱心如意,chen4xin1ru2yi4,chènxīnrúyì,find sth. satisfactory; very satisfying,6
神态,神態,shen2tai4,shéntài,appearance; looks; manner; expression,6
磨合,磨合,mo2he2,móhé,adapt gradually to each other; to consult; break in; wear in,6
短促,短促,duan3cu4,duǎncù,short in time duration; fleeting; brief,6
盛产,盛產,sheng4chan3,shèngchǎn,abound in; teem with; superabundant,6
气魄,氣魄,qi4po4,qìpò,spirit; daring; nerve; boldness; enterprising outlook,6
扩充,擴充,kuo4chong1,kuòchōng,expand; extend,6
应邀,應邀,ying4yao1,yìngyāo,at sb.'s invitation,6
屡次,屢次,lv3ci4,lǚcì,repeatedly; time and again; frequently,6
声势,聲勢,sheng1shi4,shēngshì,momentum; fame and power; prestige,6
取缔,取締,qu3di4,qǔdì,to ban; suppress,6
馋,饞,chan2,chán,gluttonous; greedy; to crave,6
防治,防治,fang2zhi4,fángzhì,prevent and cure,6
谋求,謀求,mou2qiu2,móuqiú,seek; strive for; try to get,6
落实,落實,luo4shi2,luòshí,workable; implement,6
杜绝,杜絕,du4jue2,dùjué,put an end to,6
效益,效益,xiao4yi4,xiàoyì,benefit；results,6
征收,征收,zheng1shou1,zhēngshōu,levy (fine); impose (tariff),6
化肥,化肥,hua4fei2,huàféi,chemical fertilizer,6
勘探,勘探,kan1tan4,kāntàn,exploration,6
验收,驗收,yan4shou1,yànshōu,inspect and then accept (i.e. received goods,6
聋哑,聾啞,long2ya3,lóngyǎ,deaf and dumb; deaf-mute,6
缴纳,繳納,jiao3na4,jiǎonà,to pay (taxes),6
繁体字,繁體字,fan2ti3zi4,fántǐzì,traditional Chinese character,6
立交桥,立交橋,li4jiao1qiao2,lìjiāoqiáo,overpass; one road goes on top of another; cloverleaf intersection,6
磋商,磋商,cuo1shang1,cuōshāng,discuss seriously; consult; negotiate,6
珍稀,珍稀,zhen1xi1,zhēnxī,rare; precious and uncommon,6
熏陶,熏陶,xun1tao2,xūntáo,to influence (positively),6
水利,水利,shui3li4,shuǐlì,water conservancy; irrigation works,6
普及,普及,pu3ji2,pǔjí,widespread; popular; popularize,6
急功近利,急功近利,ji2gong1jin4li4,jígōngjìnlì,eager for success and profit,6
循序渐进,循序漸進,xun2 xu4 jian4 jin4,xún xù jiàn jìn,make steady progress incrementally; step by step program,6
层出不穷,層出不窮,ceng2 chu1 bu4 qiong2,céng chū bù qióng,(idiom) emerge more and more; innumerable succession; breeding like flies,6
就近,就近,jiu4jin4,jiùjìn,nearby; in a close neighborhood,6
实事求是,實事求是,shi2 shi4 qiu2 shi4,shí shì qiú shì,be practical and realistic; seek truth from facts,6
完备,完備,wan2bei4,wánbèi,complete; perfect,6
宁肯,寧肯,ning4ken3,nìngkěn,would rather ...; it would be better,6
天伦之乐,天倫之樂,tian1lun2zhi1le4,tiānlúnzhīlè,family happiness,6
吃苦,吃苦,chi1 ku3,chī kǔ,bear hardships; suffer,6
儒家,儒家,ru2jia1,rújiā,Confucianism,6
倡议,倡議,chang4yi4,chàngyì,suggest; propose,6
作息,作息,zuo4xi1,zuòxī,work and rest,6
争先恐后,爭先恐后,zheng1 xian1 kong3 hou4,zhēng xiān kǒng hòu,striving to be first; compete with each other,6
东张西望,東張西望,dong1zhang1xi1wang4,dōngzhāngxīwàng,look in all directions; glance around,6
骨干,骨干,gu3gan4,gǔgàn,backbone; mainstay,6
闭塞,閉塞,bi4se4,bìsè,stop up; shelter from; hard to get to; unenlightened,6
贫乏,貧乏,pin2fa2,pínfá,lacking; incomplete,6
耕地,耕地,geng1di4,gēngdì,arable land; to plow land,6
矿产,礦產,kuang4chan3,kuàngchǎn,minerals,6
瞻仰,瞻仰,zhan1yang3,zhānyǎng,look at with reverence; admire,6
盆地,盆地,pen2di4,péndì,basin,6
物美价廉,物美價廉,wu4mei3jia4lian2,wùměijiàlián,attractive goods at inexpensive prices,6
服气,服氣,fu2qi4,fúqì,be convinced,6
支流,支流,zhi1liu2,zhīliú,tributary; minor aspect; offshoot,6
恍然大悟,恍然大悟,huang3ran2da4wu4,huǎngrándàwù,suddenly see the light; suddenly realize what has happened; twig,6
审美,審美,shen3mei3,shěnměi,aesthetic sense; appreciation of the arts,6
奠定,奠定,dian4ding4,diàndìng,establish; to found; to settle,6
叮嘱,叮囑,ding1zhu3,dīngzhǔ,urge again and again; exhort; repeatedly warn,6
亭子,亭子,ting2zi5,tíngzi,pavilion; kiosk,6
丘陵,丘陵,qiu1ling2,qiūlíng,hills,6
一举两得,一舉兩得,yi4ju3liang3de2,yìjǔliǎngdé,kill two birds with one stone; (literally) attain two objectives with a single move,6
见多识广,見多識廣,jian4duo1shi2guang3,jiànduōshíguǎng,experienced and knowledgeable,6
稿件,稿件,gao3jian4,gǎojiàn,rough draft of a document,6
画蛇添足,畫蛇添足,hua4she2tian1zu2,huàshétiānzú,draw legs on a snake (idiom); to ruin something by adding something superfluous,6
沉淀,沉澱,chen2dian4,chéndiàn,to precipitate (solid sediment out of a solution); to settle,6
招标,招標,zhao1biao1,zhāobiāo,to beckon; to invite bids,6
娇气,嬌氣,jiao1qi4,jiāoqì,delicate; effeminate; squeamish,6
园林,園林,yuan2lin2,yuánlín,gardens; park; landscape,6
后顾之忧,后顧之憂,hou4gu4zhi1you1,hòugùzhīyōu,"fears of trouble in the rear (idiom); family worries (obstructing freedom to act); trouble back at home; worries about the future consequences; often in negative expressions, meaning no worries about anything",6
刹那,剎那,cha4na4,chànà,an instant (Sanskrit: ksana); split second,6
兴致勃勃,興致勃勃,xing4zhi4bo2bo2,xìngzhìbóbó,in high spirits,6
共计,共計,gong4ji4,gòngjì,sum up; total,6
不由得,不由得,bu4you2de5,bùyóude,can't help; cannot but,6
不敢当,不敢當,bu4 gan3dang1,bù gǎndāng,(literally) I dare not accept the honor; you flatter me,6
霞,霞,xia2,xiá,red clouds,6
稠密,稠密,chou2mi4,chóumì,dense; thick,6
砍伐,砍伐,kan3fa2,kǎnfá,cut down; lop; hew (as a tree); fell,6
据悉,據悉,ju4xi1,jùxī,according to reports; it is reported (that),6
挺拔,挺拔,ting3ba2,tǐngbá,tall and straight,6
感慨,感慨,gan3kai3,gǎnkǎi,lament; sigh with emotion or regret,6
封建,封建,feng1jian4,fēngjiàn,feudal; feudalism,6
依托,依托,yi1tuo1,yītuō,rely on; depend on,6
逐年,逐年,zhu2nian2,zhúnián,year after year; on an annual basis,6
贤惠,賢惠,xian2hui4,xiánhuì,virtuous and dutiful (of women),6
聚精会神,聚精會神,ju4 jing1 hui4 shen2,jù jīng huì shén,concentrate one's attention,6
精打细算,精打細算,jing1 da3 xi4 suan4,jīng dǎ xì suàn,(saying) meticulous planning and careful accounting,6
欣欣向荣,欣欣向榮,xin1xin1 xiang4 rong2,xīnxīn xiàng róng,flourishing; thriving; prosperous,6
昌盛,昌盛,chang1sheng4,chāngshèng,prosperous,6
日新月异,日新月異,ri4xin1yue4yi4,rìxīnyuèyì,change with each passing day,6
把关,把關,ba3 guan1,bǎ guān,guard a pass; check on,6
得不偿失,得不償失,de2 bu4 chang2 shi1,dé bù cháng shī,the gains do not outweigh the losses,6
布告,布告,bu4gao4,bùgào,notice; bulletin,6
刻不容缓,刻不容緩,ke4bu4rong2huan3,kèbùrónghuǎn,demand immediate action; brook no delay,6
供不应求,供不應求,gong1 bu2 ying4 qiu2,gōng bú yìng qiú,(saying) demand outstrips supply,6
炉灶,爐灶,lu2zao4,lúzào,kitchen range; cooking range; stovetop range,6
比重,比重,bi3zhong4,bǐzhòng,proportion; specific gravity,6
出神,出神,chu1 shen2,chū shén,be lost in thought; entranced; preoccupation; Trance (music genre),6
优胜劣汰,優勝劣汰,you1sheng4lie4tai4,yōushèngliètài,survival of the fittest,6
须知,須知,xu1zhi1,xūzhī,prerequisites; knowledge requirement,6
边疆,邊疆,bian1jiang1,biānjiāng,border area; borderland; frontier; frontier region,6
纲领,綱領,gang1ling3,gānglǐng,program; guiding principle,6
正月,正月,zheng1yue4,zhēngyuè,the first month of the lunar calendar,6
振兴,振興,zhen4xing1,zhènxīng,develop vigorously; promote; revive; revitalize; invigorate; re-energize,6
废寝忘食,廢寢忘食,fei4qin3wang4shi2,fèiqǐnwàngshí,to forget even sleeping and eating,6
堤坝,堤壩,di1ba4,dībà,dam; dyke,6
凹凸,凹凸,ao1tu1,āotū,(of a surface) uneven; bumpy,6
乡镇,鄉鎮,xiang1zhen4,xiāngzhèn,village and town,6
不免,不免,bu4mian3,bùmiǎn,unavoidable,6
难能可贵,難能可貴,nan2neng2ke3gui4,nánnéngkěguì,"difficult of attainment, hence worthy of esteem; deserving praise for one's excellent performance or behaviour; estimable; commendable",6
锲而不舍,鍥而不舍,qie4'er2bu4she3,qiè'érbùshě,keep on chipping away; work with perseverance,6
辩证,辯証,bian4zheng4,biànzhèng,investigate; dialectical,6
潜移默化,潛移默化,qian2yi2mo4hua4,qiányímòhuà,"exert a subtle influence on sb.'s character, thinking, etc.; impercebtibly influence; to influence secretly",6
清真,清真,qing1zhen1,qīngzhēn,Muslim,6
淡季,淡季,dan4ji4,dànjì,off season; slow business season,6
气功,氣功,qi4gong1,qìgōng,"Qi Gong, a system of deep breathing exercises",6
毅然,毅然,yi4ran2,yìrán,without hesitation; resolutely; firmly,6
正气,正氣,zheng4qi4,zhèngqì,healthy environment; healthy atmosphere,6
朝代,朝代,chao2dai4,cháodài,dynasty; reign (of a king),6
